Date,Open,High,Low,Close,Adj Close,Volume
2019-10-30,57.183102,57.183102,57.183102,57.183102,57.183102,0
2019-10-31,57.661499,57.661499,57.661499,57.661499,57.661499,0
2019-11-01,57.980900,57.980900,57.980900,57.980900,57.980900,0
2019-11-04,58.515701,58.515701,58.515701,58.515701,58.515701,0
2019-11-05,58.070801,58.070801,58.070801,58.070801,58.070801,0
2019-11-06,57.753601,57.753601,57.753601,57.753601,57.753601,0
2019-11-07,57.907398,57.907398,57.907398,57.907398,57.907398,0
2019-11-08,57.453701,57.453701,57.453701,57.453701,57.453701,0
2019-11-11,57.692001,57.692001,57.692001,57.692001,57.692001,0
2019-11-13,57.902302,57.902302,57.902302,57.902302,57.902302,0
2019-11-14,57.827301,57.827301,57.827301,57.827301,57.827301,0
2019-11-15,57.709999,57.709999,57.709999,57.709999,57.709999,0
2019-11-18,57.789398,57.789398,57.789398,57.789398,57.789398,0
2019-11-19,57.826599,57.826599,57.826599,57.826599,57.826599,0
2019-11-20,57.835701,57.835701,57.835701,57.835701,57.835701,0
2019-11-21,58.023201,58.023201,58.023201,58.023201,58.023201,0
2019-11-22,58.055500,58.055500,58.055500,58.055500,58.055500,0
2019-11-25,58.237301,58.237301,58.237301,58.237301,58.237301,0
2019-11-26,57.925800,57.925800,57.925800,57.925800,57.925800,0
2019-11-27,57.825001,57.825001,57.825001,57.825001,57.825001,0
2019-11-28,57.744099,57.744099,57.744099,57.744099,57.744099,0
2019-11-29,57.983898,57.983898,57.983898,57.983898,57.983898,0
2019-12-02,58.053299,58.053299,58.053299,58.053299,58.053299,0
2019-12-03,57.954201,57.954201,57.954201,57.954201,57.954201,0
2019-12-04,58.339699,58.339699,58.339699,58.339699,58.339699,0
2019-12-05,58.245899,58.245899,58.245899,58.245899,58.245899,0
2019-12-06,57.632301,57.632301,57.632301,57.632301,57.632301,0
2019-12-09,57.304401,57.304401,57.304401,57.304401,57.304401,0
2019-12-10,56.817600,56.817600,56.817600,56.817600,56.817600,0
2019-12-11,56.620800,56.620800,56.620800,56.620800,56.620800,0
2019-12-12,56.714100,56.714100,56.714100,56.714100,56.714100,0
2019-12-13,57.295700,57.295700,57.295700,57.295700,57.295700,0
2019-12-16,56.990898,56.990898,56.990898,56.990898,56.990898,0
2019-12-17,57.315498,57.315498,57.315498,57.315498,57.315498,0
2019-12-18,57.127399,57.127399,57.127399,57.127399,57.127399,0
2019-12-19,57.305099,57.305099,57.305099,57.305099,57.305099,0
2019-12-20,57.664902,57.664902,57.664902,57.664902,57.664902,0
2019-12-23,57.575600,57.575600,57.575600,57.575600,57.575600,0
2019-12-24,57.419601,57.419601,57.419601,57.419601,57.419601,0
2019-12-26,57.484600,57.484600,57.484600,57.484600,57.484600,0
2019-12-27,57.768200,57.768200,57.768200,57.768200,57.768200,0
2019-12-30,57.798100,57.798100,57.798100,57.798100,57.798100,0
2019-12-31,57.809299,57.809299,57.809299,57.809299,57.809299,0
2020-01-01,57.886002,57.886002,57.886002,57.886002,57.886002,0
2020-01-02,58.398800,58.398800,58.398800,58.398800,58.398800,0
2020-01-03,58.687199,58.687199,58.687199,58.687199,58.687199,0
2020-01-06,57.732899,57.732899,57.732899,57.732899,57.732899,0
2020-01-07,58.210701,58.210701,58.210701,58.210701,58.210701,0
2020-01-08,57.986801,57.986801,57.986801,57.986801,57.986801,0
2020-01-09,58.640701,58.640701,58.640701,58.640701,58.640701,0
2020-01-10,58.907600,58.907600,58.907600,58.907600,58.907600,0
2020-01-13,59.172600,59.172600,59.172600,59.172600,59.172600,0
2020-01-14,59.289501,59.289501,59.289501,59.289501,59.289501,0
2020-01-15,59.679501,59.679501,59.679501,59.679501,59.679501,0
