Date,Open,High,Low,Close,Adj Close,Volume
2019-10-30,38.656502,38.656502,38.656502,38.656502,38.656502,0
2019-10-31,38.771900,38.771900,38.771900,38.771900,38.771900,0
2019-11-01,38.862801,38.862801,38.862801,38.862801,38.862801,0
2019-11-04,38.989799,38.989799,38.989799,38.989799,38.989799,0
2019-11-05,38.902802,38.902802,38.902802,38.902802,38.902802,0
2019-11-06,38.952499,38.952499,38.952499,38.952499,38.952499,0
2019-11-07,38.970001,38.970001,38.970001,38.970001,38.970001,0
2019-11-08,38.707100,38.707100,38.707100,38.707100,38.707100,0
2019-11-11,38.895802,38.895802,38.895802,38.895802,38.895802,0
2019-11-12,null,null,null,null,null,null
2019-11-13,38.452202,38.452202,38.452202,38.452202,38.452202,0
2019-11-14,38.507000,38.507000,38.507000,38.507000,38.507000,0
2019-11-15,39.028400,39.028400,39.028400,39.028400,39.028400,0
2019-11-18,39.111900,39.111900,39.111900,39.111900,39.111900,0
2019-11-19,39.439800,39.439800,39.439800,39.439800,39.439800,0
2019-11-20,39.532700,39.532700,39.532700,39.532700,39.532700,0
2019-11-21,39.351299,39.351299,39.351299,39.351299,39.351299,0
2019-11-22,39.094501,39.094501,39.094501,39.094501,39.094501,0
2019-11-25,39.672100,39.672100,39.672100,39.672100,39.672100,0
2019-11-26,39.453800,39.453800,39.453800,39.453800,39.453800,0
2019-11-27,39.609901,39.609901,39.609901,39.609901,39.609901,0
2019-11-28,39.664001,39.664001,39.664001,39.664001,39.664001,0
2019-11-29,39.571701,39.571701,39.571701,39.571701,39.571701,0
2019-12-02,39.534100,39.534100,39.534100,39.534100,39.534100,0
2019-12-03,39.392601,39.392601,39.392601,39.392601,39.392601,0
2019-12-04,39.632702,39.632702,39.632702,39.632702,39.632702,0
2019-12-05,39.456001,39.456001,39.456001,39.456001,39.456001,0
2019-12-06,39.091301,39.091301,39.091301,39.091301,39.091301,0
2019-12-09,39.107399,39.107399,39.107399,39.107399,39.107399,0
2019-12-10,38.953400,38.953400,38.953400,38.953400,38.953400,0
2019-12-11,38.857800,38.857800,38.857800,38.857800,38.857800,0
2019-12-12,39.078602,39.078602,39.078602,39.078602,39.078602,0
2019-12-13,39.276100,39.276100,39.276100,39.276100,39.276100,0
2019-12-16,39.137001,39.137001,39.137001,39.137001,39.137001,0
2019-12-17,39.422501,39.422501,39.422501,39.422501,39.422501,0
2019-12-18,39.359600,39.359600,39.359600,39.359600,39.359600,0
2019-12-19,39.542702,39.542702,39.542702,39.542702,39.542702,0
2019-12-20,39.777699,39.777699,39.777699,39.777699,39.777699,0
2019-12-23,39.824501,39.824501,39.824501,39.824501,39.824501,0
2019-12-24,39.724098,39.724098,39.724098,39.724098,39.724098,0
2019-12-27,39.862701,39.862701,39.862701,39.862701,39.862701,0
2019-12-30,39.881599,39.881599,39.881599,39.881599,39.881599,0
2019-12-31,39.807400,39.807400,39.807400,39.807400,39.807400,0
2020-01-02,39.949501,39.949501,39.949501,39.949501,39.949501,0
2020-01-03,39.876499,39.876499,39.876499,39.876499,39.876499,0
2020-01-06,39.290298,39.290298,39.290298,39.290298,39.290298,0
2020-01-07,39.441898,39.441898,39.441898,39.441898,39.441898,0
2020-01-08,39.448898,39.448898,39.448898,39.448898,39.448898,0
2020-01-09,39.862900,39.862900,39.862900,39.862900,39.862900,0
2020-01-10,40.009602,40.009602,40.009602,40.009602,40.009602,0
2020-01-13,40.254200,40.254200,40.254200,40.254200,40.254200,0
2020-01-14,40.377201,40.377201,40.377201,40.377201,40.377201,0
2020-01-15,40.450901,40.450901,40.450901,40.450901,40.450901,0
2020-01-16,40.718102,40.718102,40.718102,40.718102,40.718102,0
2020-01-17,41.089199,41.089199,41.089199,41.089199,41.089199,0
2020-01-20,40.965599,40.965599,40.965599,40.965599,40.965599,0
2020-01-21,40.778999,40.778999,40.778999,40.778999,40.778999,0
2020-01-22,40.816399,40.816399,40.816399,40.816399,40.816399,0
2020-01-23,41.014900,41.014900,41.014900,41.014900,41.014900,0
2020-01-24,41.295200,41.295200,41.295200,41.295200,41.295200,0
2020-01-27,40.943298,40.943298,40.943298,40.943298,40.943298,0
2020-01-28,40.796001,40.796001,40.796001,40.796001,40.796001,0
2020-01-29,41.071400,41.071400,41.071400,41.071400,41.071400,0
2020-01-30,40.903702,40.903702,40.903702,40.903702,40.903702,0
2020-01-31,41.014301,41.014301,41.014301,41.014301,41.014301,0
2020-02-03,40.715500,40.715500,40.715500,40.715500,40.715500,0
2020-02-04,41.263302,41.263302,41.263302,41.263302,41.263302,0
2020-02-05,41.514301,41.514301,41.514301,41.514301,41.514301,0
2020-02-06,41.839699,41.839699,41.839699,41.839699,41.839699,0
2020-02-07,41.907600,41.907600,41.907600,41.907600,41.907600,0
2020-02-10,41.847801,41.847801,41.847801,41.847801,41.847801,0
2020-02-11,42.012600,42.012600,42.012600,42.012600,42.012600,0
2020-02-12,42.010601,42.010601,42.010601,42.010601,42.010601,0
2020-02-13,42.168800,42.168800,42.168800,42.168800,42.168800,0
2020-02-14,42.011299,42.011299,42.011299,42.011299,42.011299,0
2020-02-17,41.960899,41.960899,41.960899,41.960899,41.960899,0
2020-02-18,41.690399,41.690399,41.690399,41.690399,41.690399,0
2020-02-19,42.126598,42.126598,42.126598,42.126598,42.126598,0
2020-02-20,42.210201,42.210201,42.210201,42.210201,42.210201,0
2020-02-21,null,null,null,null,null,null
2020-02-24,41.755798,41.755798,41.755798,41.755798,41.755798,0
2020-02-25,41.658501,41.658501,41.658501,41.658501,41.658501,0
2020-02-26,41.544899,41.544899,41.544899,41.544899,41.544899,0
2020-02-27,41.475899,41.475899,41.475899,41.475899,41.475899,0
2020-02-28,40.286499,40.286499,40.286499,40.286499,40.286499,0
2020-03-02,39.907902,39.907902,39.907902,39.907902,39.907902,0
2020-03-03,40.251900,40.251900,40.251900,40.251900,40.251900,0
2020-03-04,39.742802,39.742802,39.742802,39.742802,39.742802,0
2020-03-05,40.076302,40.076302,40.076302,40.076302,40.076302,0
2020-03-06,39.469002,39.469002,39.469002,39.469002,39.469002,0
2020-03-09,38.233002,38.233002,38.233002,38.233002,38.233002,0
2020-03-10,null,null,null,null,null,null
2020-03-11,37.890499,37.890499,37.890499,37.890499,37.890499,0
2020-03-12,35.143002,35.143002,35.143002,35.143002,35.143002,0
2020-03-13,36.377602,36.377602,36.377602,36.377602,36.377602,0
2020-03-16,34.708000,34.708000,34.708000,34.708000,34.708000,0
2020-03-17,33.896198,33.896198,33.896198,33.896198,33.896198,0
